iter,method,num_pps,selection,gof,mu_1,mu_2,mu_3,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,betaS,ProbInclude,p_lower_ 1,p_lower_ 2,p_lower_ 3,p_lower_ 4,p_lower_ 5,p_lower_ 6,p_lower_ 7,p_lower_ 8,p_lower_ 9,p_lower_10,p_lower_11,p_lower_12,p_lower_13,p_lower_14,p_lower_15,p_lower_16,p_lower_17,p_lower_18,p_lower_19,p_lower_20,p_lower_21,p_lower_22,p_upper_ 1,p_upper_ 2,p_upper_ 3,p_upper_ 4,p_upper_ 5,p_upper_ 6,p_upper_ 7,p_upper_ 8,p_upper_ 9,p_upper_10,p_upper_11,p_upper_12,p_upper_13,p_upper_14,p_upper_15,p_upper_16,p_upper_17,p_upper_18,p_upper_19,p_upper_20,p_upper_21,p_upper_22,Pfinal_ 1,Pfinal_ 2,Pfinal_ 3,Pfinal_ 4,Pfinal_ 5,Pfinal_ 6,Pfinal_ 7,Pfinal_ 8,Pfinal_ 9,Pfinal_10,Pfinal_11,Pfinal_12,Pfinal_13,Pfinal_14,Pfinal_15,Pfinal_16,Pfinal_17,Pfinal_18,Pfinal_19,Pfinal_20,Pfinal_21,Pfinal_22,VPChar_1,VPChar_2,VPChar_3,time_per_pp,time_per_vp
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,1.18539210777753e-27,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,0.162835817955315,1.03617264039654,0.172380403627192,2.18650928125295,4.65442113904541,2.20147291575994,0.566840878803872,0.0983154024481601,12.7227033321147,3.21246178727088,94.404528300606,0.0632746704000826,2.26984214515746,0.10889859080346,1.06520245967284,0.132143078174383,6.80338426304926,0.0772116312449578,1.63818065243271,4.64166783755687,0.518224878043577,0.189064270520821,34.8968187059898,14.9298984347527,113.864137034434,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,3.06686827909757e-46,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,0.502185739065949,3.90548791990111,0.160646069018255,0.537229088402828,4.7616843500255,1.12177496752932,0.514379084020636,0.0723209009758696,11.372691776227,4.18131082112751,86.5691453733036,0.144199821591573,0.382730792447284,0.105110001116717,1.43078756708858,0.0210059862325434,15.7416034232226,0.0716382366348969,0.996707610597148,10.4399120295733,0.643918821959635,0.178778841558681,68.1634858978428,8.85767447689259,117.708915321521,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,0.0346669634854232,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,0.280755405309389,3.68576010815087,0.0722198536701903,1.37511020816352,4.05326285320131,0.739960883380588,0.0750942019076626,0.0949607553801469,9.69848972017284,2.13786708535415,79.5727141229337,0.0582335651550385,8.78743841326249,0.281917435976513,1.33647544991961,0.156511443744332,10.3703141531473,0.0933955816998778,0.524252092330475,1.0676613760895,0.590546674453183,0.781635975019705,44.3724210200921,27.9009759388811,80.0680348743262,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,1.30678953121062e-29,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,1.34629692966216,1.72684874140943,0.295904552698539,0.0399213718698501,2.37833880913705,1.99725049084334,0.216420833733885,0.0246043524671437,15.0596829604274,0.908447613314414,48.3797264514323,0.0215040915700998,3.60702399218668,0.220776472573664,1.01218359195961,0.0917441170253782,13.357585407616,0.0846553576065859,0.780823100227581,11.6638931502885,0.406891174998885,0.224084329336712,88.1986531690281,28.2564897248233,214.296224598777,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,3.36964302227544e-05,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,0.0588872889434826,9.23394643017825,0.186019016298689,0.769497930470324,0.895238571990722,0.509813159532969,0.0588988129328307,0.0377792883174626,1.03669257420987,2.18715799609134,22.0782804253251,0.100719330719219,5.24333158299788,0.418232204045586,2.9102454568989,0.109984761374726,3.61153907667392,0.100946987805118,0.270014680612302,8.09891209512829,0.492306212608066,0.549487006686863,17.7750523621002,71.9061887601558,148.635633022078,0.846500000000015,6.51153846153857
26,SA,100,1,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,2.51906015058196,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,0.0466921608166431,3.07732581186037,0.363592286552216,1.95789448466625,4.13121889975536,2.18892509259369,0.123993881383584,0.0582304610923885,0.0430534376842757,0.334734317437276,36.5534650532553,0.106644578367987,8.61591134983402,0.156832995473856,1.52507859689679,0.0757663882690078,18.9577804125681,0.114025239088188,1.5702315263846,3.31415126261205,0.369786818668759,0.819860406749721,33.8375849104937,66.6433003040868,115.123740157689,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,0.0192204635581137,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,0.767747386619019,3.45374007511659,0.266253005893982,0.789612795391405,0.203486220642162,0.811452245310363,0.522025589025617,0.140432911224591,8.03305520683934,0.435675041344742,92.9407895312041,0.0432293270866474,7.03655599440154,0.108662971541828,2.65690834981394,0.125067264009638,7.28931688943359,0.0682935095501898,0.318784246567186,11.6437082412653,0.511889105348829,0.715477980562041,48.5217683047925,228.396160297153,367.743556399147,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,9.02534077356574e-08,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,0.89402995679098,4.59496896245483,0.125746832922353,1.64557572145829,1.88031492583185,0.785112776051256,0.100428311999059,0.0386217645040308,10.5142713830259,3.37488745681752,18.1459201077421,0.0237819710762084,2.97012809549422,0.415800813040566,2.77818833052566,0.0569620234451129,25.5222523766172,0.138845666970206,0.572678756142665,6.05732232320729,0.499003797486965,0.443753113294527,86.4513091623145,76.0355228662545,257.797764180397,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,9.77522192404458e-07,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,1.41171351939284,8.86438209891678,0.203226989670815,1.41901786242047,2.06046187300142,2.37538835050322,0.49902100883788,0.0565818786669367,14.1202308338223,2.63954922887211,88.0150615162265,0.10451294210531,2.87276859433332,0.394346418402228,0.886262923318652,0.0897147806107746,21.6353741886921,0.118947333250282,1.32758532487329,11.8974766653811,0.390507134249055,0.484316691171811,92.3845366943554,85.5921197448618,269.112122807009,0.846500000000015,6.51153846153857
26,SA,100,0,0.675454209750046,3.94418598402665,4.64235150199378,5.19760658095589,0.0674056902674009,0.00657727631074845,0.0159582170284738,0.00657727631074845,0.113343416142512,0.0685203081287785,0.0159582170284738,0.0685203081287785,0.0495362723034005,4.55234620547266,1.10324394836864e-10,0.0362,0,0.0692,0.01,0.203136,0.0997904,0.023302,0.0063786,0,0.235996,3.8,0.00673868,0.37515,0.0888888888888889,0,0.00628146,1.382,0,0.0661112,0.477386,0.345761666483293,0,1.44,12.1,0.4995,2.19,5.0784,2.49476,0.58255,0.159465,21.0035842293907,5.8999,95,0.168467,9.37875,0.41875,2.91300251256281,0.1570365,34.55,0.154861111111111,1.65278,11.93465,0.663542620071984,1,1.02029211991989,3.75265371679439,0.239489601562985,0.575936889057146,1.90364448701482,2.47040032801471,0.189506800428482,0.129663160411889,18.3011811159384,1.91773453780999,29.9606731110244,0.145403511175706,9.35248525527362,0.370528693160534,1.78700347947634,0.0485581864550234,20.3064472766671,0.00922145306896242,1.30763827170881,2.71012282555522,0.488916506526999,0.359484332811122,61.7774833345567,66.9292892085826,247.958863438674,0.846500000000015,6.51153846153857
